Timestamp sec,Timestamp nanosec,Entry_point x,Entry_point y,Entry_point z,AuroraTip x,AuroraTip y,AuroraTip z,AuroraTip qw,AuroraTip qx,AuroraTip qy,AuroraTip qz,Tip x,Tip y,Tip z,Tip qw,Tip qx,Tip qy,Tip qz,AuroraBase x,AuroraBase y,AuroraBase z,AuroraBase qw,AuroraBase qx,AuroraBase qy,AuroraBase qz,Base x,Base y,Base z,Base qw,Base qx,Base qy,Base qz,J00,J01,J02,J03,J04,J05,J06,J10,J11,J12,J13,J14,J15,J16,J20,J21,J22,J23,J24,J25,J26,J30,J31,J32,J33,J34,J35,J36,J40,J41,J42,J43,J44,J45,J46,J50,J51,J52,J53,J54,J55,J56,J60,J61,J62,J63,J64,J65,J66,Control_x,Control_z
1651081050,222828735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,260246257,0,0,0,-24.113073348999023,6.479447364807129,-181.59246826171875,0.9999407529830933,0.004284382332116365,-0.009998919442296028,-2.980226909699013e-08,0,0,0,0,0,0,0,-24.27762794494629,-23.40423011779785,-184.33290100097656,0.9999517202377319,0.0058408984914422035,0.007892520166933537,2.794102549330546e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,310282567,0,0,0,-24.125835418701172,6.495489597320557,-181.5993194580078,0.9999409914016724,0.004396796692162752,-0.00992938969284296,2.7008129066530273e-08,0,0,0,0,0,0,0,-24.28151512145996,-23.431838989257812,-184.34959411621094,0.9999529123306274,0.0056556472554802895,0.007874399423599243,-2.0488242213900776e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,360212967,0,0,0,-24.189353942871094,6.683145999908447,-181.4473876953125,0.9999414682388306,0.005736649502068758,-0.009171427227556705,4.6568855438522405e-09,0,0,0,0,0,0,0,-24.35285758972168,-23.330669403076172,-184.32424926757812,0.9999438524246216,0.006426454056054354,0.008425445295870304,3.7254994644797534e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,410285526,0,0,0,-24.142181396484375,6.466817855834961,-181.62045288085938,0.9999425411224365,0.004178166389465332,-0.009870320558547974,1.117469405897964e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.2645263671875,-23.43680191040039,-184.3875274658203,0.9999536275863647,0.005693078972399235,0.007756949868053198,1.5833217403837807e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,460300412,0,0,0,-24.196298599243164,6.644534587860107,-181.44192504882812,0.999943733215332,0.00546193215996027,-0.009087414480745792,1.3968805667730066e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.326536178588867,-23.30215835571289,-184.31332397460938,0.9999432563781738,0.006637633312493563,0.008327902294695377,2.79412617487651e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,510273788,0,0,0,-24.167110443115234,6.509343147277832,-181.51551818847656,0.9999446868896484,0.004525661934167147,-0.00949052069336176,-2.7941222668914634e-09,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.298215866088867,-23.31597137451172,-184.308837890625,0.9999451637268066,0.006546617019921541,0.008173317648470402,1.1176483738495335e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,560302472,0,0,0,-24.13517951965332,6.556493759155273,-181.5315399169922,0.9999409914016724,0.004906834103167057,-0.009690226055681705,2.7939506708207773e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.274709701538086,-23.315006256103516,-184.3114471435547,0.999946117401123,0.006554962135851383,0.008038611151278019,-2.8870736912267603e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,610290370,0,0,0,-24.12822723388672,6.597370147705078,-181.5253143310547,0.9999393224716187,0.005210400093346834,-0.009700299240648746,-1.4900246370075365e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.2589168548584,-23.336589813232422,-184.30978393554688,0.9999483823776245,0.006368518806993961,0.00791096780449152,-1.3039189283858832e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,660307239,0,0,0,-24.14397430419922,6.527346134185791,-181.57015991210938,0.9999418258666992,0.004690290428698063,-0.009713024832308292,-1.4902028055985284e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.241954803466797,-23.384889602661133,-184.3143310546875,0.9999518394470215,0.005999446846544743,0.007759124971926212,3.7254697105026935e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,710319430,0,0,0,-24.120237350463867,6.455185890197754,-181.62741088867188,0.9999414682388306,0.004138350952416658,-0.009991259314119816,2.7939494273709897e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.221256256103516,-23.448211669921875,-184.3343505859375,0.9999560117721558,0.005565882660448551,0.00754901859909296,1.4901816669521395e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,760305736,0,0,0,-24.115530014038086,6.462533473968506,-181.63681030273438,0.9999411106109619,0.004169941414147615,-0.010012597776949406,2.7939503155494094e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.236770629882812,-23.43147087097168,-184.34698486328125,0.9999547004699707,0.0056792497634887695,0.007636577356606722,-8.382283311902938e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,810318513,0,0,0,-24.195127487182617,6.770473957061768,-181.44915771484375,0.9999387264251709,0.006364286411553621,-0.009058535099029541,-4.656897978350116e-09,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.318328857421875,-23.23703384399414,-184.31378173828125,0.9999409914016724,0.007062733173370361,0.008256494998931885,-1.862755061310395e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,860303465,0,0,0,-24.148283004760742,6.547358512878418,-181.6026153564453,0.9999418258666992,0.004735367372632027,-0.009687373414635658,-1.9262399675312736e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.24530029296875,-23.448556900024414,-184.3788299560547,0.9999552965164185,0.005580187775194645,0.007625938393175602,-2.188524028667871e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,910318471,0,0,0,-24.114748001098633,6.550384521484375,-181.60858154296875,0.9999394416809082,0.004769140854477882,-0.009912900626659393,-2.869629511792482e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.269699096679688,-23.425569534301758,-184.38690185546875,0.999953031539917,0.005764484871178865,0.007784635294228792,2.7939170976765126e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081050,960296904,0,0,0,-24.121562957763672,6.606138706207275,-181.57594299316406,0.9999381303787231,0.005210656672716141,-0.009826012887060642,-2.6535239783243014e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.270479202270508,-23.42339515686035,-184.37667846679688,0.9999527931213379,0.0057582855224609375,0.007824927568435669,-6.519565776130776e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081051,10317499,0,0,0,-24.106304168701172,6.723837852478027,-181.51559448242188,0.9999338388442993,0.0060693975538015366,-0.009770037606358528,5.861171548104949e-09,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.2748966217041,-23.406450271606445,-184.3728485107422,0.999951958656311,0.00587123678997159,0.007849992252886295,-6.519571105201294e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081051,60323737,0,0,0,-24.139291763305664,6.647637844085693,-181.4755401611328,0.9999388456344604,0.005597905721515417,-0.009534742683172226,-2.4901668282950595e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.27215576171875,-23.38962745666504,-184.30885314941406,0.9999502897262573,0.005981088615953922,0.007971882820129395,2.0488295504605958e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081051,110310594,0,0,0,-24.14092445373535,6.635456562042236,-181.4857177734375,0.9999388456344604,0.005516525357961655,-0.009575881995260715,1.2293481788105964e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.25660514831543,-23.40497398376465,-184.31875610351562,0.9999517202377319,0.00586629007011652,0.007876277901232243,1.583142861250053e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081051,160301775,0,0,0,-24.142240524291992,6.735760688781738,-181.4571533203125,0.9999353885650635,0.006225221790373325,-0.009503557346761227,-2.7071950015056245e-08,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.24260139465332,-23.419872283935547,-184.324462890625,0.9999533891677856,0.005738199222832918,0.007760942913591862,-1.2573440955065962e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081051,210322885,0,0,0,-24.12302589416504,6.588685989379883,-181.54054260253906,0.9999383687973022,0.005140781868249178,-0.009834886528551579,5.588280060919715e-09,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.256778717041016,-23.437602996826172,-184.338623046875,0.9999537467956543,0.005610824096947908,0.007809491362422705,9.31365651268834e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081051,260314447,0,0,0,-24.190763473510742,6.980033874511719,-181.33204650878906,0.9999299049377441,0.00785160157829523,-0.008863181807100773,-2.7941635671879794e-09,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.30862808227539,-23.19109344482422,-184.30477905273438,0.99993896484375,0.00728237722069025,0.008308261632919312,2.0490347196755465e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651081051,310278979,0,0,0,-24.142053604125977,6.685052871704102,-181.5298614501953,0.9999366998672485,0.005756855942308903,-0.009660155512392521,-2.794144471351956e-09,-67.27718891141626,7.809887280744988,47.1030544416959,-0.706620045341988,0.7073947413731692,0.01621973727563856,-0.004204241871163066,-24.241104125976562,-23.411304473876953,-184.3558349609375,0.9999538660049438,0.005774438846856356,0.007672966457903385,-2.1421406870558712e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
